,Data,precipitacao_observada,Horario,Datetime,Piratin2_ws10,Piratin2_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_Piratin2,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_Piratin2,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-08-04 00:00:00,2021-08-04,0.0,00:00:00,2021-08-04 00:00:00,3.64997,229.016,2.31554,250.466,5.31722,228.597,3.7165,229.474,3.068,237.378,5.42049,233.381,2.36308,244.923,5.17046,224.822,2.02655,270.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0525,19.006,19.0986,19.0687,19.0349,19.1168,19.0201,19.0792,18.9905
2021-08-04 01:00:00,2021-08-04,0.0,01:00:00,2021-08-04 01:00:00,3.69807,223.354,3.01352,221.774,4.99303,225.745,3.38938,225.817,3.72439,222.442,4.96699,227.491,2.90034,223.948,4.93673,224.084,3.26607,222.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.366,18.1692,19.7549,19.2462,18.502,19.8347,18.2446,19.632,18.3625
2021-08-04 02:00:00,2021-08-04,0.0,02:00:00,2021-08-04 02:00:00,4.5518,214.366,3.80877,208.514,5.65809,216.255,3.64955,217.256,4.38479,210.115,5.48364,219.148,3.92201,212.919,5.31587,211.86,4.03782,209.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8195,18.47,19.8321,19.0687,18.6866,19.8791,18.6951,19.6586,18.6143
2021-08-04 03:00:00,2021-08-04,0.0,03:00:00,2021-08-04 03:00:00,3.73049,214.749,3.03171,212.281,5.31192,217.157,3.49142,216.443,3.55838,213.267,5.19679,217.801,3.05481,215.313,5.38362,216.033,3.18348,212.108,0.00676047,0.0891277,0.00278724,0.0285609,0.20484,0.0640554,0.012413,0.0317151,0.584843,16.5387,16.5513,19.6886,18.9848,16.7989,19.7627,16.5023,19.5593,16.5653
2021-08-04 04:00:00,2021-08-04,0.0,04:00:00,2021-08-04 04:00:00,2.29539,233.363,2.08657,249.694,4.27411,221.262,1.41203,219.116,2.60275,235.54,2.79782,210.64,2.08402,254.267,4.27412,228.295,1.97078,245.453,0.0122551,0.0904329,0.0150527,0.0351265,0.204841,0.0794957,0.0141565,0.0317204,0.584843,17.7895,15.053,19.7603,18.05,15.624,19.562,15.4739,19.529,15.2472
2021-08-04 05:00:00,2021-08-04,0.0,05:00:00,2021-08-04 05:00:00,3.60729,224.138,1.85568,249.057,4.91376,229.269,1.47325,233.505,3.25448,237.077,4.64595,226.066,1.18407,295.776,4.8921,225.526,2.39676,271.381,0.655639,0.421149,0.438798,3.21623,0.21626,1.68727,3.03667,0.0486379,0.538269,18.1124,16.996,19.2794,18.3829,17.8622,19.4727,17.0285,19.2303,14.7421
2021-08-04 06:00:00,2021-08-04,0.0,06:00:00,2021-08-04 06:00:00,2.56779,266.975,1.73871,271.88,3.48339,253.763,2.33413,271.305,2.09324,265.606,3.6704,257.892,2.46972,272.438,3.02616,252.453,1.59813,275.151,0.652622,0.340177,0.44264,3.21196,0.0429772,1.68228,3.03203,0.0325409,0.036519,15.1454,16.945,18.942,17.8635,15.0255,18.9584,15.1831,18.8189,16.7881
2021-08-04 07:00:00,2021-08-04,0.0,07:00:00,2021-08-04 07:00:00,2.41393,308.273,2.23006,316.265,2.82728,241.761,2.7535,311.535,1.06116,270.656,2.94996,264.448,2.56254,316.169,3.78211,215.665,1.36463,320.888,0.653462,0.364587,0.430783,3.20566,0.0688229,1.66687,3.03095,0.0331616,0.216022,14.4277,13.9688,18.9274,17.2177,15.5739,18.7449,14.6863,19.1572,14.1818
2021-08-04 08:00:00,2021-08-04,0.0,08:00:00,2021-08-04 08:00:00,4.36293,226.856,2.73757,240.416,5.40356,229.909,3.98827,227.986,4.22365,226.951,5.51485,231.839,3.01413,234.711,5.21104,228.104,2.40043,242.735,0.0109991,0.0495358,0.00461593,0.00167751,0.0452002,0.000832558,0.0100462,0.0110773,0.238818,17.8427,17.2606,19.2121,18.6182,17.8917,19.2862,17.3768,19.1183,17.2206
2021-08-04 09:00:00,2021-08-04,0.0,09:00:00,2021-08-04 09:00:00,4.29001,217.64,2.79753,228.279,5.83584,224.33,3.7603,221.172,4.64022,218.555,5.65003,225.066,3.01995,225.533,6.06357,223.677,2.70412,233.873,0.00831074,0.0477686,0.000425279,0.000739336,0.0278289,3.38554e-05,0.00613379,0.000674427,0.218992,17.874,17.4933,19.2728,18.6313,17.9868,19.3599,15.705,19.1134,17.4468
2021-08-04 10:00:00,2021-08-04,0.0,10:00:00,2021-08-04 10:00:00,3.64997,229.016,2.31554,250.466,5.31722,228.597,3.7165,229.474,3.068,237.378,5.42049,233.381,2.36308,244.923,5.17046,224.822,2.02655,270.341,0.00233781,0.0252539,1.67787e-05,0.000498533,0.00292704,2.26498e-06,0.00611806,5.5857e-05,0.0519652,16.4053,14.823,19.0352,18.5744,15.8226,19.1203,16.5771,18.9475,14.6642
2021-08-04 11:00:00,2021-08-04,0.0,11:00:00,2021-08-04 11:00:00,3.21448,303.12,2.2482,307.867,4.26088,295.599,2.81602,310.359,3.01979,293.612,3.77134,302.08,2.7954,314.86,4.09389,292.987,2.04549,294.019,0.00207597,0.00971523,0.000242829,0.00936723,0.00132993,0.00091064,0.010592,9.59635e-05,0.0159391,17.1449,16.6619,17.9681,17.7179,16.99,17.9678,17.2743,17.832,16.667
2021-08-04 12:00:00,2021-08-04,0.0,12:00:00,2021-08-04 12:00:00,2.82348,283.555,2.24393,293.942,3.29029,278.606,2.8263,280.948,1.79102,285.643,3.59356,275.625,2.90639,288.401,3.15176,277.261,1.11854,316.25,1.00026,2.90915,0.174291,0.209804,2.67555,0.0154395,0.956359,0.931185,4.66657,18.0309,17.0727,18.2504,18.454,17.215,18.3436,17.2678,18.1472,16.9012
2021-08-04 13:00:00,2021-08-04,0.0,13:00:00,2021-08-04 13:00:00,3.51391,244.557,3.05304,242.235,3.63548,241.001,2.86027,233.027,3.95529,252.739,3.12816,235.771,3.05848,230.748,4.96216,249.482,3.45934,241.822,1.0119,2.95604,0.372598,0.22311,2.6785,0.119195,1.2252,0.999791,4.65477,18.7278,18.2051,18.4872,19.0703,18.5088,18.3352,18.7867,18.6801,18.2204
2021-08-04 14:00:00,2021-08-04,0.0,14:00:00,2021-08-04 14:00:00,4.96905,227.419,3.67477,223.898,5.81425,228.717,4.05423,231.515,4.89451,224.757,5.32237,234.313,3.71366,226.981,5.92555,224.097,4.00263,220.601,1.12662,2.99046,0.663294,0.925547,2.71667,1.86732,1.39679,1.07408,4.66447,18.4642,18.0213,18.6544,19.0745,18.3298,18.8259,18.4386,18.5012,18.2623
2021-08-04 15:00:00,2021-08-04,0.0,15:00:00,2021-08-04 15:00:00,4.92339,226.727,4.09456,220.83,5.2101,229.776,4.03781,227.241,4.88751,226.586,4.95334,228.401,3.96988,221.409,5.34263,230.7,4.66488,222.863,0.229118,0.100564,0.967462,0.876652,0.0513721,2.1773,0.488249,0.416323,0.0134697,18.595,18.4888,18.9066,19.2433,18.5426,19.0277,18.6652,18.7181,18.8753
2021-08-04 16:00:00,2021-08-04,0.0,16:00:00,2021-08-04 16:00:00,3.96644,214.554,3.5274,203.691,4.04469,221.456,3.34245,217.409,3.8463,211.493,3.93319,220.657,3.54879,208.122,4.13431,220.17,3.7463,204.803,0.217114,0.0504727,0.769156,0.863315,0.0474808,2.07354,0.218762,0.34771,0.0127931,19.1541,18.9169,18.9139,19.7107,18.9693,19.0175,19.2144,18.7444,19.0722
2021-08-04 17:00:00,2021-08-04,0.0,17:00:00,2021-08-04 17:00:00,4.0752,205.9,3.67438,197.477,3.98186,210.079,3.30043,205.602,4.06549,207.133,3.86265,209.292,3.51525,198.066,4.13835,213.321,3.98029,201.891,0.100676,0.00956821,0.478217,0.151541,0.00915504,0.324507,0.0373015,0.273334,5.38826e-05,19.2977,18.9972,19.054,19.8401,19.0784,19.0918,19.318,18.8904,19.1256
2021-08-04 18:00:00,2021-08-04,0.0,18:00:00,2021-08-04 18:00:00,3.45004,196.743,3.29614,189.019,3.28315,200.855,2.84836,200.248,3.47313,193.375,3.26264,202.077,3.17319,194.037,3.35472,198.06,3.53086,189.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4937,19.0648,19.3606,20.0389,19.2737,19.4182,19.4059,19.2254,19.2476
2021-08-04 19:00:00,2021-08-04,0.0,19:00:00,2021-08-04 19:00:00,3.69178,184.66,3.49353,177.087,3.59566,190.548,3.04201,182.717,3.74642,187.523,3.5487,185.268,3.33146,178.016,3.76768,194.248,3.71021,182.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6034,19.1138,19.5812,20.2211,19.3219,19.653,19.5006,19.4195,19.2546
2021-08-04 20:00:00,2021-08-04,0.0,20:00:00,2021-08-04 20:00:00,3.27176,169.739,3.07032,164.713,3.32255,173.44,2.72135,170.547,3.29681,169.904,3.27015,172.418,2.71626,166.108,3.47296,173.684,3.12672,168.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1714,18.604,19.6205,19.9933,18.8884,19.6761,18.9998,19.4837,18.6983
2021-08-04 21:00:00,2021-08-04,0.0,21:00:00,2021-08-04 21:00:00,2.871,155.064,2.95061,154.162,3.22281,157.296,2.62583,157.088,2.68949,157.26,3.17174,155.133,2.48384,158.77,3.37141,158.012,2.73294,156.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.031,18.5492,19.7148,19.8301,16.7637,19.7678,18.7419,19.5864,16.6261
2021-08-04 22:00:00,2021-08-04,0.0,22:00:00,2021-08-04 22:00:00,2.54614,141.511,2.52667,140.325,3.11616,139.888,2.41346,140.0,2.61458,142.937,3.15742,138.971,2.2613,138.742,3.22298,141.433,2.70899,142.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8061,16.2455,19.7713,19.7517,16.5632,19.8358,16.6453,19.6516,16.3892
2021-08-04 23:00:00,2021-08-04,0.0,23:00:00,2021-08-04 23:00:00,2.40196,140.297,2.43779,141.012,2.90524,138.176,1.88928,141.735,2.52754,138.626,2.86443,140.862,2.03774,141.255,3.05332,140.007,2.64285,140.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6411,15.9696,19.8066,19.6154,16.3848,19.8795,16.446,19.6681,16.1565
2021-08-05 00:00:00,2021-08-05,0.0,00:00:00,2021-08-05 00:00:00,3.94347,334.226,2.53964,338.094,4.74881,335.819,3.5613,329.855,3.05574,349.16,3.8367,334.369,3.30913,327.508,4.36669,343.363,1.88056,3.45242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0363,19.0031,19.07,19.0558,19.0152,19.0898,19.0222,19.0486,18.9823
2021-08-05 01:00:00,2021-08-05,0.0,01:00:00,2021-08-05 01:00:00,0.218839,39.7226,0.31827,102.927,0.394604,127.776,0.598868,5.866,0.404971,133.098,0.365215,87.2989,0.474575,0.423157,0.55977,149.254,0.732965,136.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5891,15.9246,19.4189,18.2971,16.3619,19.4654,16.348,19.3209,15.9602
2021-08-05 02:00:00,2021-08-05,0.0,02:00:00,2021-08-05 02:00:00,0.549753,278.608,0.332884,219.046,0.59011,307.827,0.601456,311.238,0.371537,263.611,0.807164,338.408,0.369325,273.547,0.499201,278.854,0.221687,205.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2246,15.7248,19.1453,18.0073,16.1266,18.9896,16.2823,19.1397,15.902
2021-08-05 03:00:00,2021-08-05,0.0,03:00:00,2021-08-05 03:00:00,2.30524,341.602,1.73204,354.419,3.03305,338.751,1.68725,339.207,2.13495,355.059,2.52538,338.644,1.98353,345.964,3.05986,346.778,1.35163,13.0244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2816,15.5624,18.752,17.6333,15.0443,18.8153,15.3351,18.5795,16.961
2021-08-05 04:00:00,2021-08-05,0.0,04:00:00,2021-08-05 04:00:00,3.12195,350.627,2.46315,359.23,4.55756,347.602,3.12712,346.555,2.67413,2.11655,3.85776,348.453,2.69597,349.214,4.21352,354.567,2.15727,15.6722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8874,14.3397,18.182,17.882,14.6129,18.2472,14.8725,18.0265,14.409
2021-08-05 05:00:00,2021-08-05,0.0,05:00:00,2021-08-05 05:00:00,3.22826,342.115,2.45419,350.578,4.74748,339.222,3.52698,339.836,2.63093,351.997,4.13724,340.605,2.79574,341.417,4.24478,344.273,1.98992,5.43051,8.02862e-07,2.92172e-06,0.000495599,8.48401e-09,6.55568e-05,1.1144e-05,3.3465e-05,0.001642,2.20087e-07,14.6364,14.0447,17.8161,17.5023,14.3284,17.9112,14.8011,17.6813,14.0873
2021-08-05 06:00:00,2021-08-05,2.0,06:00:00,2021-08-05 06:00:00,2.93851,338.038,1.87433,343.256,4.05154,337.565,2.90304,332.625,2.41364,346.89,3.4125,337.439,2.54902,330.913,3.80865,341.957,1.63988,356.431,8.02862e-07,2.92172e-06,0.000495599,8.48401e-09,6.55568e-05,1.1144e-05,3.3465e-05,0.001642,2.20087e-07,16.4192,15.9858,17.5695,17.3103,13.9178,17.5847,16.5194,17.3772,13.7978
2021-08-05 07:00:00,2021-08-05,0.0,07:00:00,2021-08-05 07:00:00,2.57712,335.828,1.97292,341.344,3.27575,336.371,2.20205,327.873,2.21394,351.219,3.07618,328.908,2.34504,330.149,3.24713,346.475,1.5515,1.97281,8.02862e-07,2.92172e-06,0.000495599,8.48401e-09,6.55568e-05,1.1144e-05,3.3465e-05,0.001642,2.20087e-07,14.0298,13.507,17.7172,17.0903,13.7198,17.8099,14.1847,17.4551,13.561
2021-08-05 08:00:00,2021-08-05,0.0,08:00:00,2021-08-05 08:00:00,3.38467,344.533,2.59841,352.442,4.9037,343.637,3.44251,339.359,2.88609,357.891,4.38129,341.376,2.88121,341.368,4.69406,352.533,2.2985,10.8574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2013,13.5067,17.4235,16.8792,13.8043,17.481,14.3791,17.2282,13.2717
2021-08-05 09:00:00,2021-08-05,0.0,09:00:00,2021-08-05 09:00:00,3.8206,340.794,2.58696,349.384,5.68372,339.576,3.97848,338.077,2.91273,353.787,4.67602,342.528,3.29214,338.255,5.23068,347.802,2.1867,6.88956,1.15961e-11,4.8658e-11,0.0,2.73885e-09,0.0,8.4583e-11,2.07365e-10,0.0,1.87575e-08,14.2899,13.3291,16.605,16.185,13.6324,16.6926,14.7027,16.3763,13.5273
2021-08-05 10:00:00,2021-08-05,0.0,10:00:00,2021-08-05 10:00:00,3.94347,334.226,2.53964,338.094,4.74881,335.819,3.5613,329.855,3.05574,349.16,3.8367,334.369,3.30913,327.508,4.36669,343.363,1.88056,3.45242,1.74606e-05,4.50655e-05,9.84874e-08,1.01208e-07,1.68189e-05,3.62616e-09,4.85452e-08,1.05938e-08,0.000679573,15.2889,15.0418,16.3224,15.7152,15.2586,16.0411,15.0457,16.1417,15.16
2021-08-05 11:00:00,2021-08-05,1.0,11:00:00,2021-08-05 11:00:00,4.05891,333.307,2.68767,334.243,4.40171,333.915,3.37808,326.543,3.36594,346.264,3.70926,329.298,3.51019,322.962,4.24206,341.894,2.13237,352.762,1.74606e-05,4.50655e-05,9.84874e-08,1.01208e-07,1.68189e-05,3.62616e-09,4.85452e-08,1.05938e-08,0.000679573,16.5352,15.5867,17.1327,17.1165,16.0673,17.2187,16.5075,16.9209,15.7333
2021-08-05 12:00:00,2021-08-05,1.0,12:00:00,2021-08-05 12:00:00,2.25677,327.21,1.9564,323.132,2.32032,327.082,1.45006,314.928,2.37956,339.883,1.48312,312.96,1.90252,314.719,2.7648,333.592,1.83003,341.809,1.74606e-05,4.50654e-05,9.84874e-08,9.84696e-08,1.68189e-05,3.54157e-09,4.83378e-08,1.05938e-08,0.000679555,18.5674,17.6956,18.56,19.0342,17.9438,18.7195,18.4343,18.2043,17.3629
2021-08-05 13:00:00,2021-08-05,1.0,13:00:00,2021-08-05 13:00:00,1.01054,300.399,1.50615,317.572,1.39361,265.788,0.653153,243.955,1.48207,325.449,1.57,239.415,0.920812,307.943,1.77522,292.498,1.75718,333.464,0.0,0.0,0.0,5.61329e-13,0.0,0.0,0.0,0.0,0.0,19.7374,19.1223,19.2983,20.127,19.39,19.32,19.6469,19.1123,18.9818
2021-08-05 14:00:00,2021-08-05,1.0,14:00:00,2021-08-05 14:00:00,2.52202,200.79,1.99927,205.845,2.32671,220.625,2.27728,199.288,1.98778,209.324,2.66139,215.739,2.46672,191.032,1.94776,220.597,2.00807,226.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8297,19.5562,18.9815,20.2604,19.6661,19.0456,20.2111,18.8813,19.6706
2021-08-05 15:00:00,2021-08-05,0.0,15:00:00,2021-08-05 15:00:00,3.13504,195.165,3.06114,181.497,3.04612,199.821,2.73042,195.038,3.0139,191.136,3.1563,197.072,3.02909,185.431,2.95133,199.277,3.23833,180.431,0.0,0.0,0.0,0.0,0.0,0.0,4.65661e-10,0.0,0.0,19.5002,19.5382,19.0198,20.092,19.3549,19.0565,19.846,18.8783,19.7534
2021-08-05 16:00:00,2021-08-05,0.0,16:00:00,2021-08-05 16:00:00,3.56873,181.443,3.46429,173.625,3.42012,184.247,3.00057,183.435,3.57834,177.791,3.42969,183.408,3.30602,178.517,3.47702,183.03,3.72145,172.291,0.0,0.0,0.0,0.0,0.0,0.0,4.65661e-10,0.0,0.0,19.5537,19.4926,19.1544,20.137,19.3987,19.1613,19.81,19.0314,19.7056
2021-08-05 17:00:00,2021-08-05,0.0,17:00:00,2021-08-05 17:00:00,3.98776,173.43,3.98995,165.646,3.81314,177.321,3.23544,176.101,4.05124,171.386,3.75685,177.774,3.65195,169.959,3.96778,176.59,4.28953,166.398,0.0,0.0,0.0,0.0,0.0,0.0,4.65661e-10,0.0,0.0,19.5883,19.415,19.1828,20.1422,19.3803,19.1997,19.7276,19.0688,19.5775
2021-08-05 18:00:00,2021-08-05,0.0,18:00:00,2021-08-05 18:00:00,4.59375,166.932,4.45485,160.481,4.5205,169.752,3.70887,166.815,4.69156,166.65,4.46639,168.061,4.04775,162.45,4.67306,169.969,4.88229,162.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8263,19.4988,19.4159,20.3613,19.5578,19.4466,19.8357,19.2886,19.6614
2021-08-05 19:00:00,2021-08-05,0.0,19:00:00,2021-08-05 19:00:00,5.23388,148.828,5.0158,148.409,5.15294,147.854,4.25418,147.495,5.25443,150.999,5.11571,145.286,4.59631,148.392,5.23026,150.585,5.39521,151.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9783,19.4725,19.7562,20.5989,19.6357,19.8092,19.9323,19.6194,19.582
2021-08-05 20:00:00,2021-08-05,0.0,20:00:00,2021-08-05 20:00:00,5.12121,127.214,4.43846,130.476,5.35504,123.45,4.00106,127.323,5.34185,126.963,5.10008,124.905,3.92983,129.126,5.55238,123.081,5.16995,131.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.793,19.0882,19.9109,20.5634,19.3814,19.9922,19.5334,19.8211,19.28
2021-08-05 21:00:00,2021-08-05,0.0,21:00:00,2021-08-05 21:00:00,4.47908,113.431,4.05631,119.314,5.38536,111.241,3.5958,112.793,4.5865,114.655,4.67827,112.32,3.61241,118.085,6.0453,111.079,4.50868,119.786,0.0,1.66838e-08,0.0,8.25082e-11,0.0,0.0,2.28029e-08,0.0,1.33878e-09,19.4444,18.946,19.8757,20.2757,18.7213,19.9365,19.3977,19.7779,18.9941
2021-08-05 22:00:00,2021-08-05,0.0,22:00:00,2021-08-05 22:00:00,4.08555,103.175,3.61677,109.785,5.62385,99.9833,3.8946,102.288,4.34334,105.057,5.25113,100.733,3.0716,106.558,5.9433,101.065,3.94656,110.831,0.0,1.66838e-08,0.0,8.25082e-11,0.0,0.0,2.28029e-08,0.0,1.33878e-09,18.7843,18.3764,19.9504,20.1492,18.6803,20.0118,18.5638,19.8429,18.4987
2021-08-05 23:00:00,2021-08-05,0.0,23:00:00,2021-08-05 23:00:00,2.41029,89.1876,2.83904,95.9894,4.02157,90.6559,2.48848,85.5233,2.7373,93.8106,3.62523,89.8958,2.43212,90.3409,4.48623,93.5737,2.78627,97.9709,0.0,1.66838e-08,0.0,8.25082e-11,0.0,0.0,2.28029e-08,0.0,1.33878e-09,18.6126,18.4152,19.9688,20.0199,18.6337,20.0427,18.6887,19.8615,17.9966
2021-08-06 00:00:00,2021-08-06,0.0,00:00:00,2021-08-06 00:00:00,3.18051,46.3334,3.37284,55.3324,3.60303,45.8346,2.35198,40.1741,3.11328,53.6223,3.01731,49.4622,3.08978,44.9048,4.33056,52.8385,2.73989,57.1134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3321,19.2842,19.3801,19.2958,19.3685,19.3456,19.2461,19.4148,19.3225
2021-08-06 01:00:00,2021-08-06,0.0,01:00:00,2021-08-06 01:00:00,1.86321,48.9998,2.2967,59.9761,2.60967,57.6238,1.17977,47.116,2.17099,62.4136,2.65431,62.9834,2.13461,46.9489,2.74559,60.1248,2.47342,70.0923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3886,16.0175,19.2904,18.6475,16.2796,19.3218,16.4187,19.251,16.3325
2021-08-06 02:00:00,2021-08-06,0.0,02:00:00,2021-08-06 02:00:00,2.48604,42.654,2.49904,56.9241,2.4819,42.0558,1.64345,35.4688,2.59308,58.2307,2.18614,54.0592,2.48248,41.7819,2.97326,51.1475,2.57764,67.8975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9226,15.8273,18.8304,18.205,16.0404,18.8695,16.0727,18.8949,16.0369
2021-08-06 03:00:00,2021-08-06,0.0,03:00:00,2021-08-06 03:00:00,1.98714,52.7609,2.44786,66.0477,2.48582,56.4751,1.20038,58.1253,2.40249,63.6798,2.77456,68.226,2.33167,60.5986,2.64298,57.3558,2.65234,74.7465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6764,15.6036,18.5473,17.8065,15.7011,18.6405,15.8932,18.5312,16.0142
2021-08-06 04:00:00,2021-08-06,0.0,04:00:00,2021-08-06 04:00:00,1.96375,46.8834,2.39602,61.5578,2.25921,51.4027,1.27884,47.8009,2.34974,61.2515,2.36891,63.7394,2.25762,52.4623,2.4952,54.8755,2.60252,70.8254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5411,15.3129,18.5497,17.6256,15.5029,18.597,15.6344,18.5316,15.683
2021-08-06 05:00:00,2021-08-06,0.0,05:00:00,2021-08-06 05:00:00,1.90803,45.0049,2.5375,61.898,1.65606,39.2844,1.09144,44.8553,2.43154,59.1753,1.38056,52.5331,2.37482,55.0443,2.188,49.8124,2.71887,68.9736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3844,15.2982,18.4297,17.4454,15.381,18.4443,15.5374,18.4981,15.6636
2021-08-06 06:00:00,2021-08-06,0.0,06:00:00,2021-08-06 06:00:00,2.36476,48.6898,2.65558,56.8464,2.19602,50.8923,1.26104,38.0128,2.73742,59.8574,1.56438,60.9961,2.5798,45.3207,3.10873,58.9777,2.66763,61.2069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1495,15.4361,18.4003,17.1896,15.3652,18.4837,15.3476,18.485,15.3514
2021-08-06 07:00:00,2021-08-06,0.0,07:00:00,2021-08-06 07:00:00,1.76723,57.6443,2.64354,68.6892,2.23716,61.3322,0.910729,52.867,2.5484,70.6367,2.22133,69.4353,2.50426,60.1579,2.85595,66.6875,2.76011,74.4028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9815,15.1072,18.2686,17.0816,15.0306,18.3422,15.1255,18.3074,15.303
2021-08-06 08:00:00,2021-08-06,0.0,08:00:00,2021-08-06 08:00:00,2.78658,52.3044,2.79429,62.3581,3.19034,55.3173,1.81118,53.4233,3.01108,61.1794,2.91137,62.8617,2.81239,54.2008,3.75835,56.8967,3.02864,68.5394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9204,15.6333,18.4039,17.1189,15.3538,18.5152,15.3686,18.3844,15.8657
2021-08-06 09:00:00,2021-08-06,0.0,09:00:00,2021-08-06 09:00:00,3.06418,47.6235,3.38889,57.6502,3.31371,49.6397,1.97361,44.8834,3.16489,58.4845,3.05594,58.5775,3.01198,47.3068,3.97184,55.4971,3.08549,63.0646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.927,16.3371,18.3051,17.0821,15.5811,18.4576,15.7081,18.3761,15.9112
2021-08-06 10:00:00,2021-08-06,0.0,10:00:00,2021-08-06 10:00:00,3.18051,46.3334,3.37284,55.3324,3.60303,45.8346,2.35198,40.1741,3.11328,53.6223,3.01731,49.4622,3.08978,44.9048,4.33056,52.8385,2.73989,57.1134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2701,16.3304,18.1144,17.1872,15.849,18.2277,16.0373,18.2186,15.5931
2021-08-06 11:00:00,2021-08-06,0.0,11:00:00,2021-08-06 11:00:00,2.79974,42.2407,2.69488,46.2862,2.51293,39.1543,2.01689,35.7535,2.65181,35.8957,2.00917,34.6977,2.92295,40.6653,2.72506,39.1373,2.3756,31.7986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2731,17.7111,18.5777,18.5486,17.9655,18.6595,17.9674,18.5717,17.5598
2021-08-06 12:00:00,2021-08-06,0.0,12:00:00,2021-08-06 12:00:00,2.46948,82.0255,2.6177,76.3261,1.78394,87.0153,1.82612,81.6307,2.64123,82.134,1.89204,80.9658,2.47155,72.5074,2.10778,89.1251,2.40739,59.0297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.828,19.3553,19.4939,20.12,19.6093,19.6431,19.697,19.2603,19.532
2021-08-06 13:00:00,2021-08-06,0.0,13:00:00,2021-08-06 13:00:00,2.99975,134.737,2.92922,126.355,4.47963,122.697,2.0793,114.393,3.02733,140.395,4.44996,116.924,3.01449,112.365,3.48708,126.831,2.93012,143.239,1.06437,0.241222,0.53324,0.947343,0.95699,0.304177,0.283732,0.900445,0.180212,19.4333,20.051,19.5586,20.3318,19.5134,19.9489,20.3576,19.1993,19.9756
2021-08-06 14:00:00,2021-08-06,0.0,14:00:00,2021-08-06 14:00:00,3.09285,98.2185,2.81732,80.973,6.83489,108.373,3.23644,98.5065,2.10033,103.481,6.48287,107.933,3.38703,80.9227,6.95829,106.927,1.36962,75.6428,1.19473,0.511008,0.773057,1.08149,1.06897,0.442859,0.499492,1.12797,0.712631,20.4642,20.4262,20.4538,21.618,20.2817,20.6767,21.1731,20.2876,20.2503
